authorID	forename	initials	surname
26782	Seung-Jin		Yoo
26783	Youngsoo		Sohn
26784	Dean	P.	Neikirk
26785	Mohamed	E.	El-Khouly
26786	Nino		Russo
26787	Emilia		Sicilia
26788	Christian		Ochsenfeld
26789	Klaus		Block
26790	Carlos	P.	Sosa
26791	Tomonori		Enyo
26792	Daisuke		Miura
26793	Sebastian		Rast
26794	Alain		Borel
26795	Elie		Belorizky
26796	Pascal	H.	Fries
26797	Peizhi		Zhu
26798	Shing	Yau	Ong
26799	Pik	Ying	Chan
26800	Eun-Young		Choi
26801	Russ		Hille
26802	Lakshmaiah		Gingipalli
26803	Takeshi		Tomita
26804	Nami		Haruta
26805	Carina	E.	Cannizzaro
26806	T.		Strassner
26807	Andrea	K.	White
26808	William	W.	Metcalf
26809	Jung-Mi		Hah
26810	James	P.	Stambuli
26811	Shaun	R.	Stauffer
26812	Tadeusz		Andruniow
26813	V.	A.	Bakulev
26814	Y.	Y.	Morzherin
26815	Laurel	L.	Schafer
26816	K.	L.	Tan
26817	J.	A.	Ellman
26818	Charles	R.	Babu
26819	Nicolas	J.	Saettel
26820	Tadamichi		Nagashima
26821	Michihiro		Sugahara
26822	Nobuya		Tokutake
26823	Holger		Piotrowski
26824	Kurt		Polborn
26825	Gerhard		Hilt
26826	Stefan		Tasler
26827	Heike		Endress
26828	Kim		Messer
26829	Wolfram		Lobin
26830	Per		Ryberg
26831	Tetsuhiro		Nemoto
26832	Haijun		Dong
26833	Alessandro		Bisello
26834	Arianna		Bisol
26835	Xiankai		Sun
26836	Darren	W.	Johnson
26837	Jamil	S.	Saad
26838	Zsuzsanna		Kuklenyik
26839	Kelly	A.	Keating
26840	Yinghai		Xu
26841	Michael	D.	Wasczcak
26842	Ying		Wang
26843	Anupam		Garg
26844	Sang	Ook	Kang
26845	Chia-Chun		Chen
26846	Chun-Chia		Yeh
26847	Chun-Ho		Chen
26848	Min-Yuan		Yu
26849	Hsiang-Lin		Liu
26850	Jih-Jen		Wu
26851	Kuei-Hsein		Chen
26852	Li-Chyong		Chen
26853	Jin-Yuan		Peng
26854	Yang-Fang		Chen
26855	Ann	M.	Vos
26856	Xavier		Rozanska
26857	Juergen		Hafner
26858	Frank		Würthner
26859	Sheng		Yao
26860	Joachim		Schilling
26861	Mesfin		Redi-Abshiro
26862	Erwin		Mecher
26863	Francisco		Gallego-Gomez
26864	Klaus		Meerholz
26865	Hélène		Duclusaud
26866	Serguei	A.	Borshch
26867	Fang		Zheng
26868	Ronald	F.	See
26869	Anthony	D.	Dutoi
26870	Kevin	W.	McConnell
26871	Robert	M.	Naylor
26872	Jens		Sobek
26873	Rainer		Martschke
26874	Johan		Evenäs
26875	Takashi		Abe
26876	Kohichi		Yonezawa
26877	Shinji		Sawai
26878	Wujian		Miao
26879	Aurelio		Cabeza
26880	Sebastian		Bruque
26881	Shoji		Kobayashi
26882	Ravinder	S.	Reddy
26883	Daisuke		Sasaki
26884	Naoko		Miyagawa
26885	Gautam		Panda
26886	N.	Venugopal	Rao
26887	Victor	V.	Terskikh
26888	Catherine	J.	Reinhold
26889	Paul	A.	Anderson
26890	Peter	P.	Edwards
26891	Irina		Velikyan
26892	Sandipta		Acharya
26893	Anna		Trifonova
26894	Andras		Földesi
26895	Jyoti		Chattopadhyaya
26896	Hideaki		Takeda
26897	Shun-ya		Onozawa
26898	Yoshimoto		Abe
26899	Lei		Ye
26900	Klaus		Mosbach
26901	Jian-Ming		Lü
26902	Michael	A.	Carnahan
26903	Midori	A.	Arai
26904	Minori		Kuraishi
26905	Mahesh		Narayan
26906	Elvis	K.	Tiburu
26907	Arun		Padmanabhan
26908	Zhixian		Liu
26909	Michael	G.	Debije
26910	Yuriy		Razskazovskiy
26911	William	A.	Bernhard
26912	Kazutaka		Shibatomi
26913	Dinu		Iuga
26914	Martin		Kalwei
26915	Kevin		Knagge
26916	Jason	W.	Chin
26917	Florian	P.	Seebeck
26918	Benjamin	S.	Lane
26919	Jimmy	W.	Mays
26920	Benjamin	T.	Burlingham
26921	Hironori		Matsushima
26922	Cindy	W.	Wu
26923	Tracy	J.	Sanborn
26924	Ronald	N.	Zuckermann
26925	Annelise	E.	Barron
26926	F.	Conrad	Engelhardt
26927	Michael	J.	Schmitt
26928	Haiqing		Yuan
26929	Stephan		Schwarzinger
26930	Gerard	J. A.	Kroon
26931	Ted	R.	Foss
26932	John		Chung
26933	K.	C.	Scheer
26934	David	M.	Arciero
26935	Alan	B.	Hooper
26936	Christopher	F.	Rodriquez
26937	Alwin		Cunje
26938	Tamer		Shoeib
26939	Ivan	K.	Chu
26940	Manliang		Feng
26941	Hiroyasu		Tachikawa
26942	Stefania		Pfeiffer
26943	Catherine		Gerez
26944	Eric		Elleingand
26945	Vitali		Tugarinov
26946	Zhichun		Liang
26947	Yury	E.	Shapiro
26948	Jack	H.	Freed
26949	Eva		Meirovitch
26950	Manuela		Trinoga
26951	Robert	B.	Kaskey
26952	Kristine		Kilså
26953	Alisdair	N.	Macpherson
26954	Lawrence	M.	Pratt
26955	Shanthi		Mogali
26956	Jason	B.	Cross
26957	Yoichiro		Shimura
26958	A.		Piryatinski
26959	S.		Mukamel
26960	Leah	S.	Alconcel
26961	Hans-Jürgen		Deyerl
26962	Michael		DeClue
26963	Robert	E.	Continetti
26964	Ezra	C.	Depperman
26965	Nigel		Wheatley
26966	Kazuya		Fujita
26967	Margarita		Wuchrer
26968	David	J.	Cardin
26969	Steven	P.	Constantine
26970	Andrew		Gilbert
26971	Alexander	K.	Lay
26972	Maria	S.	Galletero
26973	Hermenegildo		Garcia
26974	Francisco		Marquez
26975	Hirofumi		Maeda
26976	Vanessa	Z-H.	Chan
26977	Johannes	M.	Ostermann
26978	Rainer		Enchelmaier
26979	Mauro		Zurini
26980	Diana	L.	McClain
26981	Howard	L.	Woods
26982	Martha	G.	Oakley
26983	Shankar	R.	Thopate
26984	Fa-Chen		Chi
26985	Shu-Wen		Chang
26986	Jinq-Chyi		Lee
26987	Cheng-Chung		Wang
26988	Yuh-Sheng		Wen
26989	Livia		Brunner
26990	Deborah		Walker
26991	Alessandro	F.	Moretto
26992	Han-Cheng		Zhang
26993	Bruce	E.	Maryanoff
26994	Roger	A.	Kautz
26995	Michael	E.	Lacey
26996	Andrew	M.	Wolters
26997	Frantisek		Foret
26998	Mitsumasa		Hashimoto
26999	Yoke	W.	Kow
27000	Richard	P.	Cunningham
27001	Jed	W.	Pitera
27002	Yiying		Wu
27003	M.	Mar	Díaz-Requejo
27004	Tomás	R.	Belderraín
27005	Swiatoslaw		Trofimenko
27006	Pedro	J.	Pérez
27007	Claudia		Sissi
27008	Manlio		Palumbo
27009	Tal		Peleg-Shulman
27010	Dan		Gibson
27011	Matthew	E.	McCarroll
27012	Feresteh	Haddadian	Billiot
27013	Isiah	M.	Warner
27014	Anne	F.	Xie
27015	Gregory		Kalyuzhny
27016	Marie	Anne	Schneeweiss
27017	Brian	R.	Crane
27018	William	A.	Wehbi
27019	Cynthia	N.	Kiser
27020	Rose	M.	Carlos
27021	Susanne		Kopta
27022	Kazuhiro		Higuchi
27023	Yutaka		Yoshida
27024	Kiyosei		Iio
27025	Koichiro		Ueda
27026	Motohiro		Ooi
27027	Tsutomu		Shinagawa
27028	Tenpei		Akasaka
27029	Mariko		Yamane
27030	Bradley	M.	Chamberlain
27031	David	R.	Moore
27032	A.		Fujimoto
27033	Emil	R.	Koft
27034	James	M.	Balkovec
27035	James	R.	Tata
27036	Jae	Chol	Lee
27037	Feilong		Jiang
27038	Erica	J.	Lyon
27039	Irene	P.	Georgakaki
27040	Jennifer	S.	Martinez
27041	Georgia	L.	Carroll
27042	Gereon		Altenhoff
27043	George.	A.	Olah
27044	Roberto		Improta
27045	Gustavo	E.	Scuseria
27046	P.		Tarakeshwar
27047	Hyuk	Soon	Choi
27048	Ágnes		Kulcsár
27049	Jochen		Autschbach
27050	Zachary	E.	Newby
27051	Jenna	S.	Trommel
27052	Elliad	R.	Silcoff
27053	Toshihide		Maki
27054	Yoko		Araki
27055	Yukihiro		Ishida
27056	Osamu		Onomura
27057	Yoshihiro		Matsumura
27058	Atsushi		Fukuoka
27059	Yuzuru		Sakamoto
27060	Noriaki		Sugimoto
27061	Kaori		Hirahara
27062	Sumio		Iijima
27063	Christopher		Dobe
27064	Stefan		Janssen
27065	Ronald	J.	Hinklin
27066	Cesar		Galvez
27067	David	G.	Ho
27068	Armin		Azod
27069	Eiichi		Shoji
27070	Michael	S.	Freund
27071	Hyung-Jin		Kwon
27072	Wyatt	C.	Smith
27073	Longkuan		Xiang
27074	Ben		Shen
27075	Junji		Kobayashi
27076	Rodolfo	A.	Martinez
27077	Louis	A.	Silks
27078	Fung	Ming	Siu
27079	Ngai	Ling	Ma
27080	Chun	Wai	Tsang
27081	Corinne		Blum-Held
27082	De-Liang		Long
27083	Anne	M.	Noronha
27084	Laura	S.	Koo
27085	Peter	L.	Cummins
27086	Jill	E.	Gready
27087	Jonas		Malmström
27088	Ian	A.	Cotgreave
27089	Lars		Engman
27090	Astrid		Netz
27091	Thomas	J. J.	Müller
27092	Marc		Skupin
27093	Guangtao		Li
27094	Shintaro		Fujii
27095	Yutaka		Aoyagi
27096	Rajendra	P.	Jain
27097	Thanapong		Kreethadumrongdat
27098	Vithalanand		Kulkarni
27099	Evgueni		Pinkhassik
27100	Ivan		Stibor
27101	Ana	M.	Rincón
27102	Christopher	P.	Jaroniec
27103	Brett	A.	Tounge
27104	Michelle		Jezequel
27105	Véronique		Dufaud
27106	Maria	José	Ruiz-Garcia
27107	Ute		Neugebauer
27108	Frédéric		Lefebvre
27109	François		Bayard
27110	Steven		Fiddy
27111	Jean-Pierre		Broyer
27112	Jean		Malinge
27113	Benjamin	C.	Brooks
27114	Scott	H.	Meiere
27115	Lee	A.	Friedman
27116	Emily	H.	Carrig
27117	Dimitri		Ossipov
27118	P.	I.	Pradeepkumar
27119	Melcer		Holmer
27120	Andrey	V.	Nossov
27121	Dmitriy	V.	Soldatov
27122	Galit		Bar
27123	Jie		Ge
27124	Ryan	R.	Julian
27125	Robert		Hodyss
27126	Byung	Jin	Mhin
27127	Jina		Choi
27128	Wonyong		Choi
27129	Sureurg		Khongtong
27130	Anthony	S.	Drager
27131	Rebecca	A. P.	Zangmeister
27132	Yi-Ming		Cheng
27133	Govindasamy		Sekar
27134	Hisao		Nishiyama
27135	Julie	A.	Teetsov
27136	Lyn	H.	Jones
27137	Curtis	W.	Harwig
27138	Anita	D.	Wentworth
27139	Sandrine		Py
27140	Sheng		Peng
27141	Nicole	M.	Okeley
27142	Ah-Lim		Tsai
27143	Richard	J.	Kulmacz
27144	Jeffrey	W.	Bode
27145	Roman		Shimanovich
27146	Sharon		Hannah
27147	Nikolay		Gerasimchuk
27148	Jonathan		Sessler
27149	Teerayuth		Liwporncharoenvong
27150	Rudy	L.	Luck
27151	Zhengrong		Wu
27152	Ken-ichi		Shinohara
27153	Satoshi		Yasuda
27154	Gen		Kato
27155	Machiko		Fujita
27156	J.	Martyn	Bailey
27157	Brian	C.	Bales
27158	Lara		Fallon
27159	Yong	Rok	Lee
27160	Y.		Tran
27161	P.		Auroy
27162	Muhunthan		Sathiosatham
27163	Gary		Wiederrecht
27164	Jie		Ke
27165	Buxing		Han
27166	Haike		Yan
27167	Shigeru		Yamago
27168	Hiroshi		Miyazoe
27169	Ryuta		Goto
27170	Masahiro		Hashidume
27171	Takashi		Sawazaki
27172	Li		Pan
27173	Yunming		Ying
27174	Nedialka		Iordanova
27175	Hélène		Decornez
27176	Zexing		Cao
27177	Kirk	J.	Ziegler
27178	Lindsay	E.	Pell
27179	Joan	Miquel	Maestre
27180	Xavier		Lopez
27181	Nieves		Casañ-Pastor
27182	Maik		Kindermann
27183	Rony		Granek
27184	Gunther	v.	Kiedrowski
27185	Stefan		Weber
27186	Gerald		Richter
27187	Christopher	W. M.	Kay
27188	Ravindra		Pandey
27189	Bijan	K.	Rao
27190	Purusottam		Jena
27191	Miguel	Alvarez	Blanco
27192	Rana		Karmakar
27193	Anunay		Samanta
27194	Sarah	C.	Johannessen
27195	Ronald	G.	Brisbois
27196	John	P.	Fischer
27197	Romain	Petroff	Saint-Arroman
27198	Manfred		Schlosser
27199	Laurence		Guio
27200	Frédéric		Leroux
27201	Norio		Kimura
27202	Hua-Jun		Fan
27203	Carsten		Bolm
27204	Oliver		Simić
27205	Jacques		Bodiguel
27206	Judit	M.	Nagy
27207	Brigitte		Jamart-Grégoire
27208	Xuemei		Huang
27209	Benjamin	F.	Gherman
27210	Robert	J.	Chen
27211	Yuegang		Zhang
27212	Dunwei		Wang
27213	Hongjie		Dai
27214	Elisabeth		Greiner
27215	Herwig		Schottenberger
27216	Helmut		Schmidhammer
27217	V.	Satish	Kumar
27218	James	J.	Chou
27219	Caroline	H.	Walker
27220	John	V. St.	John
27221	Patty		Wisian-Neilson
27222	Hiromune		Ando
27223	Yoshiaki		Nakahara
27224	Subramanian		Pandiaraju
27225	Alan		Lough
27226	Michel		Giffard
27227	Gilles		Mabon
27228	Emmanuel		Leclair
27229	Alain		Gorgues
27230	Philippe		Molinié
27231	Ojars		Neilands
27232	Pnina		Krief
27233	Vladimir		Khodorkovsky
27234	Hicham		Fenniri
27235	Packiarajan		Mathivanan
27236	Kenrick	L.	Vidale
27237	Debra	M.	Sherman
27238	Karl	V.	Wood
27239	Christian		Huber
27240	Walter	R.	Caseri
27241	Christoph		Weder
27242	P.	A.	Koutentis
27243	Y.		Chen
27244	Y.		Cao
27245	T.	P.	Best
27246	C.	P.	Brock
27247	Sarah		Otero-Quintero
27248	Charles		Schwieters
27249	William		Parker
27250	Sherri		Hilgenkamp
27251	Rayane		Moreira
27252	Alan	K.	Wertsching
27253	Andrew	S.	Koch
27254	Roger	D.	Sommer
27255	Andrew	J.	Goshe
27256	Travis	D.	Fridgen
27257	Terry	B.	McMahon
27258	Wei		Wang
27259	Wendell	A.	Lim
27260	Araz		Jakalian
27261	Junmei		Wang
27262	A.	L.	Cooksy
27263	Steven	S.	Wesolowski
27264	Matthew	L.	Leininger
27265	Plamen	N.	Pentchev
27266	David	S.	McGuinness
27267	Nadja		Saendig
27268	Brian	F.	Yates
27269	Kingsley	J.	Cavell
27270	K.		Kirschbaum
27271	A.	A.	Pinkerton
27272	M.	S.	Deleuze
27273	W.	N.	Pang
27274	A.		Salam
27275	R.	C.	Shang
27276	Daniel	H.	Murgida
27277	L.		Scudiero
27278	Dan	E.	Barlow
27279	Steven	M.	Reid
27280	Mark	J.	Fink
27281	Yongge		Wei
27282	Motonobu		Nagagawa
27283	Nicholas	J.	Brewer
27284	Rachel	E.	Rawsterne
27285	Sherry		Kothari
27286	Graham	J.	Leggett
27287	Angel		Ugrinov
27288	Richard	R.	Cesati
27289	Alexey	E.	Koposov
27290	Jason	T.	Smart
27291	Angelina		Morales-Izquierdo
27292	Barbara		Sesto
27293	Toshihiro		Suwa
27294	Kyoichiro		Ryu
27295	Thomas	W.	Barnes
27296	Fu-Wa		Lee
27297	Yan		Li
27298	Tat-Shing		Lai
27299	Pang-Fei		Teng
27300	Wing-Sze		Lee
27301	Wai-Cheung		Lo
27302	Zhong-Yuan		Zhou
27303	Julien		Furrer
27304	Martial		Piotto
27305	Maryse		Bourdonneau
27306	David		Limal
27307	Gilles		Guichard
27308	Karim		Elbayed
27309	Jésus		Raya
27310	Jean-Paul		Briand
27311	John		Fawcett
27312	Gerald	A.	Griffith
27313	Martin	J. P.	Harger
27314	Ignacio		Pérez
27315	José	Pérez	Sestelo
27316	Luis	A.	Sarandeses
27317	Wenge		Zhong
27318	Gissur		Örlygsson
27319	Bernd		Harbrecht
27320	Jun-ichi		Yamada
27321	Maki		Watanabe
27322	Shin'ichi		Nakatsuji
27323	Hiroyuki		Nishikawa
27324	Isao		Ikemoto
27325	Xuming		Zheng
27326	Gerhard		Link
27327	Thomas		Berthold
27328	Michael		Bechtold
27329	Jörg-Ulrich		Weidner
27330	Ernst		Ohmes
27331	Jau		Tang
27332	Oleg		Poluektov
27333	Lisa		Utschig
27334	Sandra	L.	Schlesselman
27335	Marion	C.	Thurnauer
27336	Nicholas	R.	Walker
27337	Perdita	E.	Barran
27338	John	N.	Murrell
27339	Anthony	J.	Stace
27340	Anbanandam		Asokan
27341	Sherri	L.	Newmyer
27342	Yoshinobu		Nagawa
27343	Kelli		Schmieder
27344	Holly		Ricks
27345	Anh-Tuyet	T.	Tran
27346	Ellen	Y. T.	Chien
27347	Xiao	Xia	Zhu
27348	Kay		Saalwächter
27349	Masaaki		Sakakura
27350	Shinji		Yamaguchi
27351	Jocelyn	R.	Grunwell
27352	Jennifer	L.	Glass
27353	Thilo	D.	Lacoste
27354	Daniel	S.	Chemla
27355	Sergey		Lamansky
27356	Drew		Murphy
27357	Feras		Abdel-Razzaq
27358	Hae-Eun		Lee
27359	Chihaya		Adachi
27360	Paul	E.	Burrows
27361	Stephen	R.	Forrest
27362	Pattath	D.	Pancharatna
27363	H.	Lee	Woodcock
27364	Damian		Moran
27365	Mariusz		Pietrzak
27366	Jens		Wehling
27367	Concepción		López
27368	Rosa	María	Claramunt
27369	Jose		Elguero
27370	David		Brevet
27371	Dominique		Lucas
27372	Hélène		Cattey
27373	Frédéric		Lemaître
27374	Yves		Mugnier
27375	Wenzhuo		Guo
27376	Ping		Qu
27377	C.	W.	Williams
27378	J.-P.		Blaudeau
27379	J.	C.	Sullivan
27380	Mark	R.	Antonio
27381	B.		Bursten
27382	L.		Soderholm
27383	Nadya		Kobko
27384	Lillyrose		Paraskevas
27385	Emma	del	Rio
27386	David	L.	Zechel
27387	Stephen	P.	Reid
27388	Oyekanmi		Nashiru
27389	Christoph		Mayer
27390	Dominik		Stoll
27391	David	L.	Jakeman
27392	Vincenzo	G.	Albano
27393	Magda		Monari
27394	Ida		Orabona
27395	Achille		Panunzi
27396	Francesco		Ruffo
27397	Anders		Magnusson
27398	Mats		Holmquist
27399	Taisuke		Iwanami
27400	Alexandre		Alexakis
27401	Graham	P.	Trevitt
27402	Franklin		Kim
27403	Serena		Kwan
27404	Jennifer		Akana
27405	Shirley	A.	Wacowich-Sgarbi
27406	Chang	Chun	Ling
27407	Oliver		Löber
27408	J.	B.	Wachter
27409	H.	K.	Chae
27410	Tamara	A.	Kale
27411	Conrad		Raab
27412	Nathan		Yu
27413	Dennis	C.	Dean
27414	Christopher	K.	Savile
27415	Kazuaki		Kato
27416	Basar		Bilgiçer
27417	Alfio		Fichera
27418	Matthias		Pascaly
27419	Robert	P.	Lyon
27420	Masayoshi		Higuchi
27421	Satoshi		Shiki
27422	Stephen	M.	Martin
27423	Daniel	P.	Parker
27424	Ram		Thaimattam
27425	Jagarlapudi	A. R. P.	Sarma
27426	Cristina		Costantino
27427	Laura		Perrotta
27428	Bo		Liang
27429	David	J.	Richard
27430	Padma	S.	Portonovo
27431	Madeleine	M.	Joullié
27432	Michael	C.	Willis
27433	Paul	D.	Markowitz
27434	Michael	P.	Zach
27435	Sean	C.	Christiansen
27436	Michael	T.	Janicke
27437	Christopher	C.	Landry
27438	Luis	Antonio M. M.	Barbosa
27439	Jürgen		Hafner
27440	Alain		Adenier
27441	Marie-Claude		Bernard
27442	Mohamed	M.	Chehimi
27443	Eva		Cabet-Deliry
27444	Fetah		Podvorica
27445	Andrzej		Lewandowicz
27446	Juliusz		Rudziński
27447	Lisa		Tronstad
27448	Mikael		Widersten
27449	Daniel		Canet
27450	Philippe		Barthe
27451	Pierre		Mutzenhardt
27452	Christian		Roumestand
27453	Peter		Maas
27454	Peter		Strauch
27455	Rolf		Böttcher
27456	Albert		Bogozi
27457	Osvaldo		Lam
27458			He
27459	Nongjian	J.	Tao
27460	Larry	A.	Nagahara
27461	Islamshah		Amlani
27462	Raymond		Tsui
27463	Fatma		Sevin
27464	Yutaka		Ohmori
27465	Ingo		Krossing
27466	Hiroshi		Furuno
27467	Christin		Fieres
27468	Mami		Senzaki
27469	Ryuuichirou		Kadoya
27470	Takashi		Morimoto
27471	Naoki		Miyake
27472	Miyoko		Izawa
27473	Hisayoshi		Kobayashi
27474	John.	E.	Robinson
27475	Noam	J.	Ship
27476	Bradford	A.	Pindzola
27477	Benjamin	P.	Hoag
27478	Pinghua		Liu
27479	Kazuo		Murakami
27480	Takayuki		Seki
27481	Xuemei		He
27482	Giovanni		Brigati
27483	Qinggao		Ma
27484	Toshihiro		Nishikawa
27485	Hirotada		Kakiya
27486	David		Meininger
27487	Anna	L.	Shen
27488	Rick		Jack
27489	Charles	B.	Kasper
27490	Daniel	S.	Sem
27491	Svetlana		Silchenko
27492	N'vida		Houndonougbo
27493	Donghong		Zheng
27494	Ronald	L.	Birke
27495	Jean-F.		Poisson
27496	Jean	F.	Normant
27497	Neil	A.	Beare
27498	Shingo		Komatsu
27499	Paul	H. J.	Kouwer
27500	Wim	J.	Mijs
27501	Kyo	Jin	Ihn
27502	Won-Ki		Lee
27503	Nam-Keun		Oh
27504	Masanori		Shigeyasu
27505	Naho		Saeki
27506	Stephen	D.	Starnes
27507	Yanhui		Niu
27508	Maria		Donnelly
27509	Flavia		Fedeles
27510	Per	E.	Siegbahn
27511	Jae	Hoon	Shim
27512	Christopher		Sewell
27513	Graham	J.	Bodwell
27514	John	N.	Bridson
27515	Shu-Ling		Chen
27516	Raymond	A.	Poirier
27517	Olga		Girshberg
27518	Lutz		Lameyer
27519	Sarah	L. J.	Michel
27520	Charlotte		Stern
27521	Hui		Fu
27522	Andrzej	W.	Misiołek
27523	Andrew		Almond
27524	Jakob		Bunkenborg
27525	Thomas		Franch
27526			Alia
27527	Jörg		Matysik
27528	Claudia		Soede-Huijbregts
27529	Jan		Raap
27530	Johan		Lugtenburg
27531	Peter		Gast
27532	Hans	J. van	Gorkom
27533	Arnold	J.	Hoff
27534	Huub	J. M. de	Groot
27535	Dominique		Früh
27536	Peter	R.	Taylor
27537	Patrick	R.	Verhoest
27538	Kevin	P.	Minbiole
27539	Peter		Spiteller
27540	Wolfgang		Steglich
27541	Marie-Claude		Brandys
27542	Manashi		Nath
27543	Hidehito		Urata
27544	Hidetaka		Miyagoshi
27545	Tetsuya		Kumashiro
27546	Keiji		Mori
27547	Keiko		Shoji
27548	Masao		Akagi
27549	Keiichi		Torimitsu
27550	Hiroto		Tatamidani
27551	Alec	D.	Lebsack
27552	Robert	J.	Valentekovich
27553	Loris		Grossi
27554	Pier	Carlo	Montevecchi
27555	Samantha		Strazzari
27556	Tsukasa		Hatano
27557	Sunao		Yamada
27558	Sheila	D.	Rushing
27559	Robert	P.	Hammer
27560	Ewan	W.	Blanch
27561	Loren	A.	Day
27562	Dennis	M.	Pederson
27563	Qun		Zhou
27564	Wenhu		Duan
27565	Denise		Simmons
27566	Yuda		Shayo
27567	Mary	Ann	Raymond
27568	Robert	T.	Dorr
27569	Dietrich		Belitz
27570	James	W.	Taylor
27571	J.	Y.	Dong
27572	Jean-François		Trempe
27573	Christopher	J.	Wilds
27574	Alexei	Yu.	Denisov
27575	Richard	T.	Pon
27576	Masad	J.	Damha
27577	Michael	M.	Miller
27578	Ging-Long		Leu
27579	Gerard	J.	Farrell
27580	David		Aebisher
27581	Hsiu-Yi		Chao
27582	Yanqin		Li
27583	Alejandro	E.	Enriquez
27584	Jane	B.	Greco
27585	Zongtao		Zhang
27586	Yu		Han
27587	Feng-Shou		Xiao
27588	Shilun		Qiu
27589	Runwei		Wang
27590	Yi		Yu
27591	Ze		Zhang
27592	Bensan		Zou
27593	Yiqian		Wang
27594	Haiping		Sun
27595	Yen		Wei
27596	Mark	P.	Mehn
27597	Matthew	J.	Ryle
27598	Gang		Lin
27599	Gillian		Reid
27600	Jose	M.	Mercero
27601	Wolfgang		Flader
27602	Pierre		Dorlet
27603	Seung	Mi	Lee
27604	Kay	Hyeok	An
27605	Young	Hee	Lee
27606	Thomas		Frauenheim
27607	Emma	del	Río
27608	María	I.	Menéndez
27609	Ramón		López
27610	P.		Demontis
27611	J.	Gulín	González
27612	G.	B.	Suffritti
27613	A.		Tilocca
27614	Adam	E.	Cohen
27615	Theresa		Beyer
27616	Graeme	M.	Day
27617	H.		Bildsøe
27618	J.		Skibsted
27619	T.		Giavani
27620	José		Delamano
27621	Juan		Enjo
27622	Jesús		Fernández
27623	Dolores	G.	Grávalos
27624	Ramón		Leis
27625	Carmen		López
27626	Carlos	F.	Marcos
27627	Ana		Ríos
27628	Gabriel		Tojo
27629	Lung	Ching	Lin
27630	Lu	Lin	Chueh
27631	Armin		Hamel
27632	Taeko		Sugae
27633	Yasutomo		Takai
27634	Aoi		Tanaka
27635	Chikako		Machino
27636	Simon		Doherty
27637	Edward	G.	Robins
27638	Tom	H.	Scanlan
27639	Paul	A.	Champkin
27640	Ana	Liza	Luis
27641	Long-Cheng		Wang
27642	Alleyn	T.	Plowright
27643	Huizhen		Liu
27644	Xifu		Liang
27645	Helmer		Søhoel
27646	Christiane		Hinse
27647	Yuri	V.	Sheludko
27648	Alessandro		Provenzani
27649	Joachim	H. H.	Stöckigt
27650	Lisa		Rosenberg
27651	Colin	W.	Davis
27652	Junzhi		Yao
27653	Christopher		Kendall
27654	Corey	R. J.	Stephenson
27655	Brett	S.	Phinney
27656	Steve		Fidanze
27657	Ali		Ates
27658	R.	Karl	Dieter
27659	Chris	M.	Topping
27660	Kishan	R.	Chandupatla
27661	Kai		Lu
27662	Jun		Tian
27663	Phillip	D.	Hustad
27664	Andrei	V.	Fedorov
27665	Eugene	O.	Danilov
27666	Simi	K.	Pushpan
27667	Alagar		Srinivasan
27668	Venkataramanarao	G.	Anand
27669	Sundararaman		Venkatraman
27670	Bhavani	S.	Joshi
27671	Bradley	L.	Nilsson
27672	James	L.	Bourassa
27673	Elizabeth	P.	Ives
27674	Ann	L.	Marqueling
27675	Fredrik	P.	Marmsäter
27676	Jinwoo		Lee
27677	Kwonnam		Sohn
27678	Subi	J.	George
27679	Young-wook		Jun
27680	Sang-Min		Lee
27681	Nam-Jung		Kang
27682	Holly	L.	Deak
27683	Suzanne	S.	Stokes
27684	Hideaki		Oikawa
27685	Tomonobu		Toyomasu
27686	Hiroaki		Toshima
27687	Satoshi		Ohashi
27688	Hiroshi		Kawaide
27689	Yuji		Kamiya
27690	Minoru		Ohtsuka
27691	Shoko		Shinoda
27692	Wataru		Mitsuhashi
27693	Takeshi		Sassa
27694	Toshikazu		Bando
27695	Hirokazu		Iida
27696	Dierdre	A.	Pearce
27697	Nathalie		Jotterand
27698	Isaac	S.	Carrico
27699	Pu	Chun	Ke
27700	Christoph		Naumann
27701	Paul		Dubin
27702	Jennifer	M.	Cary
27703	Bruce	H. O.	Cook
27704	Angie	R.	Angeles
27705	Marcus		Jäger
27706	Paul		Morin
27707	Osman		Rathore
27708	Bernd		Mayer
27709	Zhicai		Wu
27710	Fei		Zhang
27711	Yongbiao		Guan
27712	Masaya		Yasutake
27713	Gollapalli	R.	Deviprasad
27714	Jeremy	L.	Bretherton
27715	Lau	Y.	Lam
27716	Danny		Cheng
27717	Yi-Lei		Zhao
27718	Boris		Epel
27719	Bastiaan	R.	Wegewijs
27720	Yi		Sun
27721	Wilhelmus	P.	Mul
27722	Eite		Drent
27723	Pieter	J.	Jansens
27724	Arris	H.	Kramer
27725	Max	H. W.	Sonnemans
27726	Javier		Vela
27727	H.		Abdoul-Carime
27728	M.	A.	Huels
27729	E.		Illenberger
27730	L.		Sanche
27731	Masanobu		Tanaka
27732	Amélie		Roy
27733	Koichiro		Fukuoka
27734	Belén		Martín-Matute
27735	Hatsuo		Yamamura
27736	Masao		Kawai
27737	Adam	D.	Richardson
27738	Michael		Greenstein
27739	James	L.	Delattre
27740	Iain	M.	Phillips
27741	Stephan	T.	Dubas
27742	Tarek	R.	Farhat
27743	Maria-Jose		Diaz-Cabañas
